"1";"1";"45";"2015-06-18 12:58:54"
"1";"1";"29";"2015-06-18 12:59:56"
"1";"1";"29";"2015-06-18 13:00:34"
"1";"1";"29";"2015-06-18 13:00:47"
"1";"1";"29";"2015-06-18 13:09:29"
"1";"1";"29";"2015-06-18 13:09:43"
"1";"1";"35";"2015-06-18 13:12:10"
"1";"1";"36";"2015-06-18 13:12:23"
"1";"1";"33";"2015-06-18 13:12:37"
"1";"1";"36";"2015-06-18 13:12:50"
"1";"1";"36";"2015-06-18 13:13:04"
"1";"1";"36";"2015-06-18 13:13:17"
"1";"1";"36";"2015-06-18 13:13:31"
"1";"1";"36";"2015-06-18 13:13:44"
"1";"1";"36";"2015-06-18 13:13:58"
"1";"1";"36";"2015-06-18 13:14:11"
"1";"1";"36";"2015-06-18 13:14:25"
"1";"1";"36";"2015-06-18 13:14:38"
"1";"1";"36";"2015-06-18 13:14:52"
"1";"1";"36";"2015-06-18 13:15:05"
"1";"1";"36";"2015-06-18 13:15:19"
"1";"1";"36";"2015-06-18 13:15:32"
"1";"1";"36";"2015-06-18 13:15:46"
"1";"1";"36";"2015-06-18 13:15:59"
"1";"1";"36";"2015-06-18 13:16:13"
"1";"1";"36";"2015-06-18 13:16:26"
"1";"1";"36";"2015-06-18 13:16:40"
"1";"1";"36";"2015-06-18 13:16:54"
"1";"1";"36";"2015-06-18 13:17:07"
"1";"1";"36";"2015-06-18 13:17:21"
"1";"1";"36";"2015-06-18 13:17:34"
"1";"1";"36";"2015-06-18 13:17:48"
"1";"1";"36";"2015-06-18 13:18:01"
"1";"1";"36";"2015-06-18 13:18:15"
"1";"1";"36";"2015-06-18 13:18:28"
"1";"1";"36";"2015-06-18 13:18:42"
"1";"1";"36";"2015-06-18 13:18:55"
"1";"1";"36";"2015-06-18 13:19:09"
"1";"1";"36";"2015-06-18 13:19:22"
"1";"1";"36";"2015-06-18 13:19:36"
"1";"1";"36";"2015-06-18 13:19:49"
"1";"1";"36";"2015-06-18 13:20:03"
"1";"1";"36";"2015-06-18 13:20:16"
"1";"1";"36";"2015-06-18 13:20:30"
"1";"1";"36";"2015-06-18 13:20:43"
"1";"1";"35";"2015-06-18 13:20:57"
"1";"1";"31";"2015-06-18 13:21:10"
"1";"1";"32";"2015-06-18 13:21:24"
"1";"1";"30";"2015-06-18 13:21:37"
"1";"1";"32";"2015-06-18 13:22:03"
"1";"1";"30";"2015-06-18 13:22:17"
"1";"1";"33";"2015-06-18 13:22:30"
"1";"1";"38";"2015-06-18 13:22:44"
"1";"1";"35";"2015-06-18 13:22:57"
"1";"1";"32";"2015-06-18 13:23:23"
"1";"1";"33";"2015-06-18 13:23:36"
"1";"1";"32";"2015-06-18 13:23:50"
"1";"1";"32";"2015-06-18 13:24:03"
"1";"1";"32";"2015-06-18 13:24:17"
"1";"1";"30";"2015-06-18 13:24:30"
"1";"1";"33";"2015-06-18 13:24:44"
"1";"1";"32";"2015-06-18 13:24:57"
"1";"1";"33";"2015-06-18 13:25:11"
"1";"1";"33";"2015-06-18 13:25:24"
"1";"1";"32";"2015-06-18 13:25:38"
"1";"1";"33";"2015-06-18 13:25:51"
"1";"1";"33";"2015-06-18 13:26:05"
"1";"1";"33";"2015-06-18 13:26:18"
"1";"1";"33";"2015-06-18 13:26:32"
"1";"1";"33";"2015-06-18 13:26:45"
"1";"1";"33";"2015-06-18 13:26:59"
"1";"1";"33";"2015-06-18 13:27:13"
"1";"1";"32";"2015-06-18 13:27:26"
"1";"1";"33";"2015-06-18 13:27:40"
"1";"1";"33";"2015-06-18 13:27:53"
"1";"1";"35";"2015-06-18 13:28:07"
"1";"1";"36";"2015-06-18 13:28:20"
"1";"1";"36";"2015-06-18 13:28:34"
"1";"1";"36";"2015-06-18 13:28:47"
"1";"1";"35";"2015-06-18 13:29:01"
"1";"1";"38";"2015-06-18 13:29:14"
"1";"1";"38";"2015-06-18 13:29:28"
"1";"1";"38";"2015-06-18 13:29:41"
"1";"1";"34";"2015-06-18 13:29:55"
"1";"1";"32";"2015-06-18 13:30:08"
"1";"1";"35";"2015-06-18 13:30:22"
"1";"1";"38";"2015-06-18 13:30:35"
"1";"1";"33";"2015-06-18 13:31:01"
"1";"1";"33";"2015-06-18 13:31:14"
"1";"1";"33";"2015-06-18 13:31:28"
"1";"1";"33";"2015-06-18 13:31:41"
"1";"1";"33";"2015-06-18 13:31:55"
"1";"1";"33";"2015-06-18 13:32:08"
"1";"1";"33";"2015-06-18 13:32:22"
"1";"1";"33";"2015-06-18 13:32:36"
"1";"1";"33";"2015-06-18 13:32:49"
"1";"1";"32";"2015-06-18 13:33:03"
"1";"1";"32";"2015-06-18 13:33:16"
"1";"1";"32";"2015-06-18 13:33:30"
"1";"1";"32";"2015-06-18 13:33:43"
"1";"1";"32";"2015-06-18 13:33:57"
"1";"1";"32";"2015-06-18 13:34:10"
"1";"1";"35";"2015-06-18 13:34:24"
"1";"1";"34";"2015-06-18 13:34:37"
"1";"1";"32";"2015-06-18 13:34:51"
"1";"1";"30";"2015-06-18 13:35:04"
"1";"1";"30";"2015-06-18 13:35:18"
"1";"1";"30";"2015-06-18 13:35:31"
"1";"1";"30";"2015-06-18 13:35:45"
"1";"1";"30";"2015-06-18 13:35:58"
"1";"1";"30";"2015-06-18 13:36:48"
"1";"1";"30";"2015-06-18 13:37:02"
"1";"1";"30";"2015-06-18 13:37:15"
"1";"1";"30";"2015-06-18 13:37:41"
"1";"1";"30";"2015-06-18 13:38:06"
"1";"1";"32";"2015-06-18 13:40:21"
